"INCIDENT_KEY","VICTIM_ID","VICTIM_AGE_GROUP","VICTIM_SEX","VICTIM_RACE","STAT_MURDER_FLG"
"155509201","155509201-29855","18-24","MALE","BLACK","Y"
"155775944","155775944-29923","18-24","MALE","WHITE HISPANIC","N"
"156030523","156030523-29978","25-44","MALE","BLACK","N"
"156163203","156163203-29989","25-44","MALE","BLACK","N"
"156245996","156245996-29995","18-24","MALE","BLACK","N"
"156756670","156756670-30123","45-64","MALE","BLACK","N"
"157022335","157022335-30152","25-44","MALE","BLACK","N"
"157097944","157097944-30170","18-24","MALE","WHITE HISPANIC","N"
"157311946","157311946-30195","25-44","FEMALE","WHITE HISPANIC","Y"
"157351151","157351151-30200","25-44","MALE","BLACK","Y"
"157457582","157457582-30217","25-44","MALE","BLACK","N"
"157587578","157587578-30229","18-24","MALE","BLACK","N"
"157721053","157721053-30263","18-24","MALE","WHITE HISPANIC","N"
"157846247","157846247-30271","<18","MALE","WHITE HISPANIC","N"
"158064292","158064292-30293","25-44","MALE","BLACK","N"
"158351991","158351991-30345","25-44","MALE","BLACK","N"
"158448770","158448770-30351","25-44","MALE","WHITE HISPANIC","N"
"158448770","158448770-30352","25-44","FEMALE","BLACK HISPANIC","N"
"158448770","158448770-30353","25-44","MALE","BLACK","N"
"158683493","158683493-30395","25-44","MALE","BLACK","N"
"158768332","158768332-30421","25-44","MALE","BLACK","N"
"158768332","158768332-30422","25-44","MALE","BLACK","N"
"158783524","158783524-30425","18-24","FEMALE","BLACK","N"
"158843091","158843091-30436","25-44","MALE","BLACK","N"
"158873735","158873735-30445","18-24","FEMALE","BLACK","Y"
"159287374","159287374-30493","25-44","MALE","BLACK","N"
"159388090","159388090-30504","25-44","MALE","BLACK","N"
"159452197","159452197-30508","25-44","MALE","WHITE HISPANIC","N"
"160296910","160296910-30578","<18","MALE","BLACK","N"
"241569061","241569061-1","<18","MALE","BLACK","N"
"241569061","241569061-2","18-24","MALE","ASIAN / PACIFIC ISLANDER","N"
"160509031","160509031-30597","25-44","MALE","BLACK","N"
"160861307","160861307-30601","25-44","MALE","BLACK","N"
"161311799","161311799-30620","45-64","MALE","BLACK","N"
"161767502","161767502-30651","25-44","MALE","WHITE HISPANIC","N"
"162079385","162079385-30670","45-64","MALE","BLACK","N"
"162178919","162178919-30689","18-24","MALE","BLACK","N"
"162278799","162278799-30698","25-44","MALE","BLACK","N"
"162423239","162423239-30708","18-24","MALE","BLACK","N"
"162614955","162614955-30717","25-44","MALE","BLACK","N"
"162633211","162633211-30719","25-44","MALE","BLACK","N"
"163025375","163025375-30754","25-44","FEMALE","BLACK","N"
"163025375","163025375-30755","18-24","MALE","BLACK","N"
"163025376","163025376-30756","45-64","MALE","BLACK","N"
"163178157","163178157-30761","25-44","MALE","BLACK","N"
"163178330","163178330-30766","25-44","MALE","BLACK","N"
"163695259","163695259-30807","18-24","MALE","BLACK","N"
"163842826","163842826-30820","25-44","MALE","BLACK","N"
"163956128","163956128-30840","18-24","FEMALE","BLACK","N"
"164540095","164540095-30887","25-44","MALE","BLACK HISPANIC","N"
"164814483","164814483-30915","18-24","MALE","WHITE HISPANIC","N"
"164814483","164814483-30916","25-44","MALE","BLACK HISPANIC","N"
"164814483","164814483-30917","25-44","MALE","BLACK","N"
"165210179","165210179-30942","<18","MALE","BLACK","N"
"165210179","165210179-30943","18-24","MALE","BLACK","N"
"165378831","165378831-30970","25-44","MALE","BLACK","N"
"165613952","165613952-30993","25-44","MALE","BLACK","N"
"165720218","165720218-31003","18-24","MALE","BLACK","N"
"165720218","165720218-31004","25-44","MALE","BLACK","N"
"165720219","165720219-31005","25-44","FEMALE","BLACK","N"
"165720220","165720220-31006","25-44","MALE","WHITE HISPANIC","N"
"165721033","165721033-31008","25-44","MALE","BLACK","N"
"165724973","165724973-31011","18-24","MALE","BLACK HISPANIC","Y"
"166075250","166075250-31017","25-44","MALE","BLACK","N"
"166730427","166730427-31119","25-44","MALE","BLACK HISPANIC","N"
"166886658","166886658-31129","25-44","MALE","BLACK","N"
"166886664","166886664-31137","18-24","MALE","BLACK","Y"
"166886664","166886664-31138","25-44","MALE","BLACK","N"
"167036160","167036160-31156","18-24","MALE","BLACK","Y"
"167036161","167036161-31154","18-24","MALE","ASIAN / PACIFIC ISLANDER","N"
"167036161","167036161-31155","25-44","MALE","BLACK","Y"
"167343474","167343474-31193","25-44","MALE","BLACK","N"
"167343776","167343776-31196","<18","MALE","BLACK HISPANIC","N"
"167383325","167383325-31201","25-44","MALE","BLACK","Y"
"167507187","167507187-31212","25-44","MALE","BLACK","N"
"168306283","168306283-31309","25-44","MALE","BLACK","N"
"168306283","168306283-31310","25-44","MALE","BLACK","N"
"168306283","168306283-31312","25-44","FEMALE","BLACK","N"
"168306283","168306283-31315","25-44","MALE","BLACK","N"
"168306285","168306285-31313","25-44","MALE","BLACK","N"
"168306286","168306286-31314","25-44","MALE","BLACK","N"
"168461315","168461315-31335","25-44","MALE","BLACK","N"
"169230065","169230065-31408","18-24","MALE","BLACK","N"
"169230065","169230065-31409","18-24","FEMALE","BLACK","N"
"169294874","169294874-31411","18-24","MALE","BLACK","N"
"169761150","169761150-31451","25-44","MALE","BLACK HISPANIC","N"
"169924412","169924412-31465","18-24","MALE","BLACK HISPANIC","N"
"170264301","170264301-31502","18-24","MALE","BLACK","N"
"170307138","170307138-31507","18-24","MALE","BLACK HISPANIC","Y"
"170599535","170599535-31542","18-24","MALE","BLACK","N"
"171692498","171692498-31631","25-44","MALE","BLACK","N"
"171692498","171692498-31632","25-44","MALE","BLACK","N"
"172559733","172559733-31686","25-44","MALE","BLACK","N"
"172750203","172750203-31704","25-44","MALE","BLACK","Y"
"172750205","172750205-31707","18-24","MALE","BLACK","Y"
"172765613","172765613-31708","18-24","MALE","ASIAN / PACIFIC ISLANDER","N"
"172849878","172849878-31714","18-24","MALE","BLACK","Y"
"173484951","173484951-31779","45-64","FEMALE","WHITE HISPANIC","Y"
"173484951","173484951-31780","25-44","FEMALE","BLACK HISPANIC","Y"
"173788344","173788344-31802","25-44","MALE","BLACK","N"
"174244426","174244426-31840","25-44","MALE","BLACK","N"
"174405032","174405032-31846","18-24","MALE","BLACK HISPANIC","N"
"174405032","174405032-31847","18-24","MALE","BLACK HISPANIC","N"
"174442121","174442121-31850","25-44","MALE","BLACK","N"
"174983747","174983747-31873","25-44","MALE","BLACK","N"
"175189442","175189442-31884","25-44","MALE","BLACK","N"
"175227395","175227395-31886","<18","FEMALE","BLACK","N"
"175444213","175444213-31900","18-24","MALE","BLACK","N"
"175444213","175444213-31901","18-24","MALE","BLACK","N"
"176334881","176334881-31958","18-24","MALE","BLACK","N"
"177934247","177934247-31980","25-44","MALE","BLACK","Y"
"178393483","178393483-32019","25-44","MALE","WHITE","N"
"178829816","178829816-32050","18-24","MALE","BLACK","N"
"178829816","178829816-32051","45-64","MALE","BLACK","N"
"178829816","178829816-32052","45-64","MALE","BLACK","N"
"182931012","182931012-32112","<18","MALE","BLACK","N"
"182931016","182931016-32116","25-44","MALE","BLACK","N"
"182968182","182968182-32124","25-44","MALE","BLACK","N"
"183193402","183193402-32159","25-44","MALE","BLACK HISPANIC","N"
"183609561","183609561-32192","<18","FEMALE","BLACK","N"
"183609561","183609561-32193","18-24","MALE","WHITE HISPANIC","N"
"184058458","184058458-32228","25-44","MALE","BLACK","N"
"184058458","184058458-32229","18-24","MALE","BLACK","N"
"184396808","184396808-32267","18-24","MALE","WHITE HISPANIC","N"
"184574834","184574834-32286","25-44","MALE","BLACK","Y"
"184699355","184699355-32306","18-24","MALE","BLACK","N"
"184699355","184699355-32307","18-24","FEMALE","BLACK","N"
"184749632","184749632-32309","25-44","MALE","BLACK","N"
"185015375","185015375-32344","65+","MALE","BLACK","N"
"185063610","185063610-32352","25-44","MALE","WHITE","N"
"185390947","185390947-32375","25-44","MALE","WHITE HISPANIC","N"
"185760776","185760776-32405","25-44","MALE","BLACK","N"
"185760781","185760781-32411","25-44","MALE","BLACK","N"
"185760781","185760781-32412","25-44","MALE","BLACK","N"
"185760781","185760781-32413","25-44","MALE","BLACK","N"
"185805056","185805056-32427","<18","MALE","WHITE","Y"
"185805056","185805056-32428","45-64","FEMALE","WHITE","Y"
"185805056","185805056-32429","25-44","FEMALE","WHITE","Y"
"185849658","185849658-32433","25-44","MALE","BLACK","Y"
"185851517","185851517-32435","18-24","MALE","BLACK","N"
"186645750","186645750-32511","<18","MALE","BLACK","N"
"186788234","186788234-32521","18-24","MALE","BLACK","N"
"186875652","186875652-32525","18-24","MALE","BLACK","N"
"186876048","186876048-32531","25-44","MALE","BLACK","N"
"187052606","187052606-1","18-24","MALE","BLACK","N"
"187135877","187135877-1","25-44","MALE","BLACK","N"
"187175522","187175522-1","25-44","MALE","BLACK","Y"
"187396122","187396122-1","25-44","MALE","BLACK HISPANIC","N"
"187718577","187718577-2","25-44","MALE","BLACK","N"
"188862635","188862635-1","18-24","MALE","BLACK","N"
"189435388","189435388-1","18-24","MALE","WHITE HISPANIC","N"
"189580008","189580008-1","18-24","MALE","WHITE HISPANIC","N"
"190467154","190467154-1","45-64","MALE","BLACK","N"
"190562520","190562520-1","18-24","MALE","BLACK","N"
"190755786","190755786-1","25-44","MALE","BLACK","Y"
"191089379","191089379-1","25-44","MALE","BLACK","Y"
"192440376","192440376-1","25-44","MALE","WHITE HISPANIC","Y"
"192455949","192455949-1","<18","MALE","WHITE HISPANIC","N"
"193939354","193939354-1","25-44","MALE","BLACK","N"
"193939357","193939357-1","18-24","MALE","BLACK","Y"
"195102367","195102367-1","25-44","FEMALE","BLACK HISPANIC","N"
"195102369","195102369-1","25-44","MALE","BLACK","N"
"195396614","195396614-1","18-24","MALE","BLACK","N"
"195396614","195396614-2","18-24","MALE","BLACK","N"
"196193413","196193413-1","25-44","MALE","WHITE","N"
"196193414","196193414-1","<18","FEMALE","BLACK","N"
"196414299","196414299-1","25-44","MALE","BLACK","N"
"196582020","196582020-1","45-64","MALE","BLACK","N"
"197381380","197381380-1","45-64","FEMALE","BLACK","N"
"197381383","197381383-1","18-24","MALE","BLACK","N"
"197654798","197654798-1","<18","MALE","BLACK","N"
"198052649","198052649-1","18-24","MALE","BLACK","N"
"198255457","198255457-1","45-64","MALE","BLACK","N"
"198255463","198255463-1","45-64","MALE","BLACK","N"
"198295765","198295765-1","25-44","MALE","BLACK HISPANIC","N"
"198595258","198595258-1","25-44","MALE","BLACK","Y"
"198653292","198653292-1","18-24","MALE","BLACK","N"
"198760074","198760074-1","25-44","MALE","BLACK","N"
"198858230","198858230-1","25-44","MALE","WHITE HISPANIC","N"
"199046249","199046249-1","25-44","MALE","WHITE HISPANIC","N"
"199046249","199046249-2","25-44","MALE","WHITE HISPANIC","N"
"199325323","199325323-1","25-44","MALE","BLACK HISPANIC","Y"
"199742303","199742303-1","25-44","MALE","WHITE HISPANIC","N"
"200056613","200056613-1","25-44","MALE","BLACK HISPANIC","N"
"200365028","200365028-1","25-44","MALE","BLACK","N"
"200465330","200465330-1","<18","MALE","BLACK","N"
"200725652","200725652-1","25-44","MALE","BLACK","N"
"200856233","200856233-1","18-24","MALE","BLACK","N"
"200994112","200994112-1","25-44","MALE","WHITE HISPANIC","N"
"200994118","200994118-1","18-24","MALE","WHITE HISPANIC","N"
"201291294","201291294-1","18-24","FEMALE","BLACK","N"
"201384969","201384969-1","25-44","MALE","BLACK","Y"
"201483470","201483470-1","25-44","MALE","BLACK","N"
"201575314","201575314-1","25-44","MALE","BLACK","N"
"201720171","201720171-1","25-44","MALE","BLACK","N"
"201851562","201851562-1","18-24","MALE","BLACK","N"
"201875864","201875864-1","18-24","MALE","BLACK","N"
"201875865","201875865-1","25-44","MALE","BLACK","N"
"202457203","202457203-1","18-24","MALE","WHITE HISPANIC","Y"
"202804359","202804359-1","18-24","MALE","WHITE HISPANIC","N"
"202944931","202944931-1","25-44","MALE","BLACK","N"
"204192600","204192600-1","25-44","FEMALE","BLACK","Y"
"204294841","204294841-1","18-24","MALE","BLACK","N"
"204294841","204294841-2","25-44","FEMALE","BLACK","N"
"204294841","204294841-3","18-24","MALE","WHITE HISPANIC","N"
"204338715","204338715-1","45-64","MALE","BLACK","N"
"204458423","204458423-1","45-64","MALE","BLACK","N"
"204971625","204971625-1","18-24","FEMALE","BLACK","Y"
"204971625","204971625-2","25-44","MALE","BLACK","N"
"205862272","205862272-1","25-44","MALE","WHITE HISPANIC","N"
"206823156","206823156-1","45-64","MALE","BLACK","N"
"206891917","206891917-1","25-44","MALE","BLACK","N"
"207572468","207572468-1","18-24","MALE","BLACK","N"
"207815718","207815718-1","25-44","MALE","BLACK","Y"
"208378499","208378499-1","25-44","MALE","WHITE","N"
"208899076","208899076-1","18-24","MALE","WHITE HISPANIC","N"
"209640803","209640803-1","25-44","MALE","BLACK","N"
"210220409","210220409-1","25-44","MALE","BLACK","N"
"210338030","210338030-1","18-24","MALE","BLACK","N"
"210461144","210461144-1","25-44","MALE","WHITE HISPANIC","N"
"210707459","210707459-1","25-44","MALE","BLACK","N"
"210709521","210709521-1","<18","MALE","WHITE HISPANIC","N"
"210721533","210721533-1","25-44","FEMALE","BLACK","Y"
"211066102","211066102-1","25-44","MALE","BLACK","N"
"211578688","211578688-1","45-64","MALE","BLACK","N"
"211912303","211912303-1","65+","MALE","WHITE HISPANIC","N"
"211958003","211958003-1","25-44","MALE","BLACK","N"
"212903274","212903274-1","18-24","MALE","BLACK","Y"
"213050795","213050795-1","45-64","MALE","BLACK","N"
"270652262","270652262-1","18-24","MALE","WHITE HISPANIC","N"
"270652262","270652262-2","18-24","MALE","WHITE HISPANIC","N"
"213385782","213385782-1","18-24","FEMALE","BLACK HISPANIC","N"
"213549525","213549525-1","25-44","MALE","BLACK","N"
"213724267","213724267-1","18-24","MALE","BLACK","N"
"213920341","213920341-1","18-24","MALE","BLACK","Y"
"213921488","213921488-1","25-44","MALE","BLACK","N"
"213972320","213972320-1","18-24","MALE","WHITE HISPANIC","N"
"213972320","213972320-2","18-24","MALE","WHITE HISPANIC","N"
"213972320","213972320-3","45-64","MALE","BLACK HISPANIC","N"
"214184456","214184456-1","18-24","MALE","WHITE HISPANIC","N"
"214184457","214184457-1","25-44","MALE","BLACK","N"
"214184461","214184461-1","25-44","MALE","BLACK","N"
"214184462","214184462-1","25-44","MALE","BLACK HISPANIC","N"
"214312558","214312558-1","45-64","MALE","BLACK","Y"
"214359652","214359652-1","25-44","FEMALE","BLACK","N"
"214359653","214359653-1","18-24","MALE","BLACK","N"
"219751450","219751450-1","25-44","MALE","BLACK","N"
"214432035","214432035-1","18-24","MALE","BLACK HISPANIC","N"
"214468086","214468086-1","25-44","FEMALE","BLACK","N"
"214468086","214468086-2","18-24","FEMALE","BLACK","N"
"214468086","214468086-3","25-44","MALE","BLACK","N"
"214468086","214468086-4","25-44","FEMALE","BLACK","N"
"214468086","214468086-5","25-44","MALE","BLACK","N"
"214607780","214607780-1","18-24","MALE","BLACK","N"
"214693797","214693797-1","18-24","MALE","BLACK HISPANIC","N"
"214778538","214778538-1","18-24","MALE","BLACK","N"
"214778538","214778538-2","25-44","MALE","BLACK","N"
"214778539","214778539-1","18-24","FEMALE","BLACK","N"
"214778539","214778539-2","<18","MALE","BLACK","N"
"214828723","214828723-1","18-24","FEMALE","BLACK","N"
"214828723","214828723-2","25-44","FEMALE","BLACK","N"
"214873734","214873734-1","25-44","MALE","BLACK","N"
"214874084","214874084-1","18-24","MALE","BLACK","N"
"214925557","214925557-1","25-44","MALE","BLACK","N"
"214931253","214931253-1","25-44","MALE","BLACK","N"
"214931255","214931255-1","25-44","FEMALE","BLACK","N"
"214947252","214947252-1","45-64","MALE","BLACK","Y"
"215133065","215133065-1","18-24","MALE","BLACK HISPANIC","N"
"215225147","215225147-1","18-24","MALE","BLACK","N"
"215225149","215225149-1","25-44","MALE","BLACK","N"
"215225150","215225150-1","25-44","MALE","WHITE HISPANIC","N"
"215225150","215225150-2","25-44","MALE","WHITE HISPANIC","N"
"215225150","215225150-3","25-44","MALE","BLACK HISPANIC","N"
"215225152","215225152-1","18-24","MALE","BLACK","N"
"215254429","215254429-1","25-44","MALE","BLACK","N"
"215302967","215302967-1","<18","MALE","BLACK","N"
"215302967","215302967-2","25-44","FEMALE","WHITE HISPANIC","N"
"215302970","215302970-1","25-44","MALE","BLACK","N"
"215302970","215302970-2","25-44","MALE","BLACK","N"
"215350310","215350310-1","<18","MALE","BLACK","N"
"215350311","215350311-1","18-24","MALE","WHITE HISPANIC","N"
"215350313","215350313-1","25-44","MALE","BLACK","N"
"215488832","215488832-1","25-44","MALE","BLACK","N"
"215492771","215492771-1","25-44","MALE","BLACK","N"
"136918335","136918335-26250","18-24","MALE","BLACK","N"
"137123841","137123841-26338","25-44","MALE","BLACK","N"
"137132954","137132954-26340","25-44","MALE","BLACK","N"
"137132954","137132954-26341","25-44","MALE","BLACK","N"
"137132956","137132956-26343","25-44","MALE","BLACK","N"
"137248253","137248253-26374","18-24","MALE","BLACK","N"
"137321170","137321170-26404","18-24","MALE","BLACK","N"
"137366590","137366590-26424","25-44","MALE","WHITE HISPANIC","N"
"137412594","137412594-26442","18-24","MALE","BLACK","N"
"137473304","137473304-26457","25-44","MALE","BLACK","N"
"137473305","137473305-26458","18-24","MALE","BLACK","N"
"137473305","137473305-26459","18-24","FEMALE","BLACK","N"
"137473305","137473305-26460","<18","MALE","BLACK","N"
"137473305","137473305-26461","18-24","MALE","BLACK","N"
"137497927","137497927-26480","UNKNOWN","MALE","WHITE HISPANIC","N"
"137497927","137497927-26481","65+","MALE","WHITE HISPANIC","N"
"137516270","137516270-26486","18-24","MALE","BLACK","N"
"137564753","137564753-26499","25-44","MALE","BLACK","N"
"137584246","137584246-26505","25-44","MALE","BLACK","N"
"137591692","137591692-26522","18-24","MALE","WHITE HISPANIC","N"
"137591740","137591740-26526","25-44","FEMALE","BLACK","Y"
"137591740","137591740-26527","25-44","MALE","BLACK","Y"
"137664733","137664733-26542","25-44","MALE","BLACK","Y"
"137696450","137696450-26554","25-44","MALE","BLACK","N"
"137696452","137696452-26557","18-24","MALE","BLACK","N"
"137804315","137804315-26593","25-44","MALE","BLACK","N"
"137823036","137823036-26603","25-44","MALE","WHITE HISPANIC","N"
"137852065","137852065-26607","25-44","MALE","BLACK","N"
"137911841","137911841-26618","25-44","MALE","BLACK","N"
"137926687","137926687-26631","25-44","MALE","BLACK HISPANIC","N"
"137944068","137944068-26638","45-64","MALE","BLACK","N"
"138076776","138076776-26689","<18","MALE","BLACK","N"
"138097898","138097898-26699","25-44","MALE","BLACK","N"
"138145343","138145343-26702","<18","MALE","BLACK HISPANIC","N"
"138145504","138145504-26707","25-44","MALE","BLACK","Y"
"138172777","138172777-26723","45-64","MALE","BLACK HISPANIC","N"
"138282733","138282733-26765","25-44","MALE","BLACK","N"
"138429903","138429903-26815","18-24","MALE","BLACK","N"
"138475840","138475840-26822","18-24","MALE","BLACK","N"
"138482195","138482195-26835","25-44","MALE","BLACK","N"
"138482242","138482242-26841","18-24","MALE","BLACK","Y"
"138482242","138482242-26842","18-24","FEMALE","BLACK","N"
"138515475","138515475-26858","<18","MALE","BLACK","N"
"138660699","138660699-26901","18-24","MALE","BLACK","Y"
"138693356","138693356-26908","18-24","MALE","BLACK","N"
"138694387","138694387-26914","18-24","MALE","BLACK","N"
"138700098","138700098-26915","25-44","MALE","BLACK","N"
"138700098","138700098-26916","25-44","MALE","BLACK","N"
"138770926","138770926-26926","<18","MALE","BLACK","N"
"138803872","138803872-26936","<18","MALE","BLACK","N"
"139090537","139090537-27028","25-44","MALE","BLACK","N"
"139093513","139093513-27031","25-44","MALE","BLACK","N"
"139128071","139128071-27036","<18","MALE","BLACK","N"
"139136785","139136785-27046","25-44","MALE","WHITE","N"
"139220931","139220931-27067","25-44","MALE","WHITE","N"
"139241965","139241965-27071","25-44","MALE","BLACK","N"
"139241965","139241965-27072","<18","MALE","BLACK","N"
"139299666","139299666-27095","18-24","MALE","BLACK","N"
"139392077","139392077-27116","18-24","MALE","BLACK","N"
"139420942","139420942-27123","25-44","MALE","BLACK","N"
"139461038","139461038-27129","18-24","MALE","BLACK","N"
"139798193","139798193-27221","18-24","MALE","BLACK","Y"
"139909715","139909715-27253","25-44","MALE","BLACK","N"
"140088782","140088782-27284","25-44","MALE","BLACK","Y"
"140148404","140148404-27298","18-24","MALE","BLACK","N"
"140173012","140173012-27313","18-24","MALE","BLACK","N"
"140187393","140187393-27321","45-64","MALE","BLACK","N"
"140555114","140555114-27462","25-44","MALE","WHITE HISPANIC","N"
"140697172","140697172-27513","25-44","MALE","BLACK","N"
"140776404","140776404-27527","25-44","MALE","BLACK","N"
"140791301","140791301-27537","18-24","MALE","BLACK","N"
"140806570","140806570-27545","18-24","MALE","WHITE HISPANIC","N"
"140847883","140847883-27551","18-24","MALE","BLACK","N"
"141058910","141058910-27586","18-24","MALE","BLACK","Y"
"141066511","141066511-27590","25-44","MALE","BLACK","N"
"141229117","141229117-27622","18-24","MALE","BLACK","Y"
"141392657","141392657-27647","25-44","MALE","BLACK HISPANIC","N"
"141401452","141401452-27653","45-64","MALE","BLACK","N"
"141913425","141913425-28704","18-24","MALE","WHITE HISPANIC","Y"
"142091389","142091389-27715","25-44","MALE","BLACK HISPANIC","N"
"142169534","142169534-27720","18-24","MALE","BLACK HISPANIC","Y"
"142247965","142247965-27739","18-24","MALE","BLACK","N"
"142247969","142247969-27743","25-44","MALE","BLACK","N"
"142252960","142252960-27744","18-24","MALE","BLACK","N"
"142324891","142324891-28718","25-44","MALE","BLACK","N"
"142712293","142712293-27818","25-44","MALE","BLACK","N"
"142712293","142712293-27819","25-44","MALE","BLACK","N"
"143157475","143157475-27901","<18","MALE","BLACK HISPANIC","N"
"143157475","143157475-27902","25-44","MALE","BLACK HISPANIC","N"
"143157475","143157475-27903","25-44","MALE","BLACK","N"
"143158588","143158588-27910","18-24","MALE","BLACK","N"
"143250265","143250265-27937","25-44","MALE","BLACK","N"
"143582957","143582957-28004","18-24","MALE","WHITE HISPANIC","N"
"143513680","143513680-27984","18-24","MALE","WHITE HISPANIC","N"
"143613870","143613870-28015","25-44","MALE","BLACK","N"
"143677937","143677937-28031","25-44","MALE","BLACK","N"
"143697018","143697018-28047","25-44","MALE","BLACK","Y"
"143697018","143697018-28050","25-44","MALE","BLACK","N"
"143828364","143828364-28066","25-44","MALE","BLACK","N"
"143871849","143871849-28074","18-24","MALE","BLACK","N"
"143907465","143907465-28091","25-44","MALE","BLACK","N"
"143907467","143907467-28093","18-24","FEMALE","BLACK","N"
"143977248","143977248-28104","18-24","MALE","BLACK HISPANIC","N"
"144055148","144055148-28112","18-24","MALE","BLACK","N"
"144134884","144134884-28127","25-44","FEMALE","BLACK","N"
"144235829","144235829-28139","18-24","MALE","BLACK","N"
"144442292","144442292-28179","<18","MALE","BLACK","N"
"144442292","144442292-28180","<18","MALE","BLACK","N"
"144595943","144595943-28208","<18","MALE","BLACK","N"
"144595943","144595943-28212","<18","MALE","BLACK HISPANIC","N"
"144641953","144641953-28232","18-24","MALE","BLACK","N"
"144763652","144763652-28249","18-24","MALE","BLACK","N"
"145001699","145001699-28297","25-44","MALE","BLACK","Y"
"145031982","145031982-28309","18-24","FEMALE","BLACK","N"
"145031982","145031982-28310","18-24","MALE","BLACK","N"
"145031982","145031982-28311","18-24","FEMALE","BLACK","N"
"145031982","145031982-28312","18-24","MALE","BLACK","N"
"145031982","145031982-28313","18-24","FEMALE","BLACK","N"
"145377562","145377562-28370","25-44","MALE","BLACK","N"
"145377562","145377562-28371","25-44","MALE","BLACK","N"
"145405679","145405679-28385","25-44","MALE","BLACK","N"
"145405679","145405679-28386","25-44","MALE","BLACK","N"
"145405680","145405680-28387","18-24","FEMALE","BLACK","N"
"145565706","145565706-28427","25-44","FEMALE","WHITE HISPANIC","Y"
"145690503","145690503-28448","25-44","MALE","BLACK","N"
"145722947","145722947-28453","25-44","MALE","BLACK HISPANIC","N"
"145763037","145763037-28465","25-44","MALE","WHITE HISPANIC","N"
"146103133","146103133-28540","25-44","MALE","BLACK","Y"
"146103707","146103707-28541","<18","MALE","BLACK","Y"
"146282287","146282287-28556","18-24","MALE","BLACK HISPANIC","N"
"146462284","146462284-28579","18-24","MALE","BLACK","N"
"146788788","146788788-28634","45-64","MALE","BLACK HISPANIC","Y"
"147052371","147052371-28726","45-64","MALE","BLACK","N"
"147117636","147117636-28731","18-24","FEMALE","WHITE HISPANIC","Y"
"147216811","147216811-28734","25-44","MALE","BLACK","N"
"147310276","147310276-28749","45-64","MALE","BLACK","N"
"147395067","147395067-28757","25-44","MALE","ASIAN / PACIFIC ISLANDER","N"
"147404638","147404638-28761","18-24","MALE","BLACK","N"
"147410682","147410682-28767","25-44","MALE","BLACK","N"
"147410682","147410682-28768","25-44","MALE","BLACK","N"
"147410682","147410682-28772","18-24","MALE","BLACK","N"
"147410685","147410685-28771","25-44","MALE","BLACK","N"
"147843162","147843162-28820","<18","MALE","BLACK","N"
"148058917","148058917-28850","18-24","MALE","BLACK","N"
"148099938","148099938-28859","25-44","MALE","BLACK","Y"
"148099938","148099938-28865","25-44","MALE","BLACK","N"
"148326184","148326184-28888","18-24","MALE","WHITE HISPANIC","N"
"148326835","148326835-28891","18-24","MALE","BLACK","N"
"148511113","148511113-28924","25-44","MALE","BLACK","N"
"148518146","148518146-28935","25-44","MALE","BLACK","Y"
"148586894","148586894-28952","18-24","MALE","BLACK","N"
"148949555","148949555-29008","18-24","MALE","BLACK","N"
"148956093","148956093-29010","25-44","MALE","WHITE HISPANIC","N"
"149454097","149454097-29066","18-24","MALE","BLACK","N"
"150566826","150566826-29174","18-24","MALE","BLACK","N"
"156345443","156345443-30030","25-44","MALE","BLACK HISPANIC","N"
"150772441","150772441-29196","18-24","MALE","BLACK","N"
"150789475","150789475-29202","18-24","MALE","BLACK","N"
"150843338","150843338-29206","18-24","FEMALE","BLACK HISPANIC","N"
"150880151","150880151-29208","18-24","MALE","BLACK","N"
"151011250","151011250-29231","18-24","MALE","BLACK","N"
"151024564","151024564-29233","25-44","MALE","BLACK","N"
"151081174","151081174-29240","18-24","MALE","BLACK","N"
"151113816","151113816-29244","25-44","FEMALE","BLACK","N"
"151609049","151609049-29306","18-24","MALE","BLACK","N"
"151829479","151829479-29330","18-24","FEMALE","WHITE","N"
"152007175","152007175-29338","18-24","MALE","BLACK HISPANIC","Y"
"152045460","152045460-29346","18-24","MALE","BLACK","N"
"152216266","152216266-29367","18-24","MALE","BLACK","Y"
"152437687","152437687-29389","25-44","MALE","BLACK","N"
"152535322","152535322-29404","25-44","FEMALE","BLACK","N"
"152662569","152662569-29649","18-24","MALE","BLACK","N"
"153022128","153022128-29446","18-24","MALE","BLACK","N"
"153415475","153415475-29505","25-44","MALE","BLACK","Y"
"153415475","153415475-29506","25-44","MALE","BLACK","N"
"153415475","153415475-29507","25-44","FEMALE","BLACK","N"
"153415475","153415475-29508","25-44","MALE","BLACK","N"
"153511460","153511460-29540","25-44","MALE","BLACK","N"
"153511461","153511461-29541","18-24","MALE","BLACK","N"
"153615012","153615012-29560","18-24","MALE","BLACK","N"
"153710636","153710636-29570","25-44","MALE","BLACK","N"
"154091616","154091616-29630","25-44","MALE","BLACK","N"
"154138077","154138077-29632","<18","MALE","BLACK","N"
"154138077","154138077-29633","<18","FEMALE","BLACK","N"
"154138079","154138079-29635","25-44","MALE","BLACK","N"
"154290105","154290105-29657","45-64","MALE","BLACK","Y"
"154563851","154563851-29687","25-44","MALE","BLACK","N"
"156430715","156430715-30041","25-44","FEMALE","BLACK","N"
"156376378","156376378-30036","25-44","MALE","BLACK","Y"
"156376378","156376378-30037","25-44","MALE","BLACK","N"
"156376378","156376378-30038","25-44","MALE","BLACK","N"
