"INCIDENT_KEY","PERP_ID","PERP_AGE_GROUP","PERP_SEX","PERP_RACE"
"16692687","16692687-10083","25-44","MALE","WHITE HISPANIC"
"16692666","16692666-10042","25-44","MALE","WHITE HISPANIC"
"10904918","10904918-9613","25-44","MALE","WHITE HISPANIC"
"73274427","73274427-18756","UNKNOWN","MALE","WHITE HISPANIC"
"10333325","10333325-9289","25-44","MALE","WHITE HISPANIC"
"10187518","10187518-9219","25-44","MALE","WHITE HISPANIC"
"72164105","72164105-19118","25-44","MALE","WHITE HISPANIC"
"69917305","69917305-18098","<18","MALE","WHITE HISPANIC"
"66027258","66027258-17565","25-44","MALE","WHITE HISPANIC"
"66027258","66027258-24912","<18","MALE","WHITE HISPANIC"
"65010708","65010708-17402","25-44","MALE","WHITE HISPANIC"
"65010708","65010708-17504","25-44","MALE","WHITE HISPANIC"
"64479273","64479273-17286","18-24","MALE","WHITE HISPANIC"
"60405702","60405702-16546","25-44","MALE","WHITE HISPANIC"
"57938888","57938888-16327","18-24","MALE","WHITE HISPANIC"
"54346520","54346520-15866","<18","MALE","WHITE HISPANIC"
"54346520","54346520-15870","<18","MALE","WHITE HISPANIC"
"51893518","51893518-15611","UNKNOWN","MALE","WHITE HISPANIC"
"52380393","52380393-15681","<18","MALE","WHITE HISPANIC"
"52380393","52380393-15680","18-24","MALE","WHITE HISPANIC"
"52214155","52214155-15628","25-44","MALE","WHITE HISPANIC"
"49913265","49913265-15108","18-24","MALE","WHITE HISPANIC"
"51787772","51787772-16436","18-24","MALE","WHITE HISPANIC"
"49913265","49913265-15439","UNKNOWN","MALE","WHITE HISPANIC"
"49834895","49834895-15075","18-24","MALE","WHITE HISPANIC"
"48304784","48304784-14930","18-24","MALE","WHITE HISPANIC"
"207868258","207868258-1","65+","MALE","WHITE HISPANIC"
"45260035","45260035-14297","UNKNOWN","MALE","WHITE HISPANIC"
"203676931","203676931-1","25-44","MALE","WHITE HISPANIC"
"204154391","204154391-1","18-24","MALE","WHITE HISPANIC"
"199637606","199637606-2","18-24","MALE","WHITE HISPANIC"
"200155465","200155465-1","18-24","MALE","WHITE HISPANIC"
"199401908","199401908-1","18-24","MALE","WHITE HISPANIC"
"136563288","136563288-24836","25-44","MALE","WHITE HISPANIC"
"189437137","189437137-1","<18","MALE","WHITE HISPANIC"
"186329309","186329309-27379","18-24","MALE","WHITE HISPANIC"
"186046951","186046951-1","25-44","MALE","WHITE HISPANIC"
"183190791","183190791-27197","25-44","MALE","WHITE HISPANIC"
"178203198","178203198-27068","25-44","FEMALE","WHITE HISPANIC"
"174405030","174405030-5","18-24","MALE","WHITE HISPANIC"
"174405030","174405030-2","18-24","MALE","WHITE HISPANIC"
"174405030","174405030-1","18-24","MALE","WHITE HISPANIC"
"172712527","172712527-26917","25-44","MALE","WHITE HISPANIC"
"161304127","161304127-26138","25-44","MALE","WHITE HISPANIC"
"161304127","161304127-26103","25-44","MALE","WHITE HISPANIC"
"157531374","157531374-25842","18-24","MALE","WHITE HISPANIC"
"157055740","157055740-26406","<18","MALE","WHITE HISPANIC"
"156610142","156610142-26633","18-24","MALE","WHITE HISPANIC"
"156456020","156456020-25719","25-44","MALE","WHITE HISPANIC"
"155036099","155036099-26209","25-44","MALE","WHITE HISPANIC"
"154837221","154837221-25568","18-24","MALE","WHITE HISPANIC"
"154563862","154563862-25570","18-24","MALE","WHITE HISPANIC"
"153273026","153273026-25435","25-44","MALE","WHITE HISPANIC"
"150399303","150399303-25224","18-24","MALE","WHITE HISPANIC"
"147654906","147654906-25047","18-24","MALE","WHITE HISPANIC"
"142091374","142091374-24957","25-44","MALE","WHITE HISPANIC"
"140168265","140168265-24219","18-24","MALE","WHITE HISPANIC"
"139474289","139474289-24021","18-24","MALE","WHITE HISPANIC"
"139242206","139242206-24019","18-24","MALE","WHITE HISPANIC"
"137696446","137696446-24138","18-24","MALE","WHITE HISPANIC"
"137696446","137696446-23860","25-44","MALE","WHITE HISPANIC"
"93867900","93867900-23180","18-24","MALE","WHITE HISPANIC"
"91285416","91285416-22782","18-24","MALE","WHITE HISPANIC"
"92152091","92152091-22952","25-44","MALE","WHITE HISPANIC"
"91285416","91285416-22785","18-24","MALE","WHITE HISPANIC"
"82340788","82340788-21112","45-64","MALE","WHITE HISPANIC"
"87915621","87915621-22246","18-24","MALE","WHITE HISPANIC"
"87915621","87915621-22238","25-44","MALE","WHITE HISPANIC"
"85420868","85420868-21878","18-24","MALE","WHITE HISPANIC"
"85238048","85238048-21666","25-44","MALE","WHITE HISPANIC"
"82603051","82603051-21164","18-24","FEMALE","WHITE HISPANIC"
"82419907","82419907-22003","18-24","MALE","WHITE HISPANIC"
"80573513","80573513-20705","25-44","MALE","WHITE HISPANIC"
"80667853","80667853-22014","18-24","MALE","WHITE HISPANIC"
"79939860","79939860-25265","25-44","MALE","WHITE HISPANIC"
"79970079","79970079-20408","25-44","MALE","WHITE HISPANIC"
"74666623","74666623-19403","18-24","MALE","WHITE HISPANIC"
"77211917","77211917-19773","<18","MALE","WHITE HISPANIC"
"75760197","75760197-19513","45-64","MALE","WHITE HISPANIC"
"75330409","75330409-19426","18-24","MALE","WHITE HISPANIC"
"74153298","74153298-19151","18-24","MALE","WHITE HISPANIC"
"85639530","85639530-22852","18-24","MALE","WHITE HISPANIC"
"73274427","73274427-18757","UNKNOWN","MALE","WHITE HISPANIC"
"85935526","85935526-21831","25-44","MALE","WHITE HISPANIC"
"82206995","82206995-21093","18-24","MALE","WHITE HISPANIC"
"84255207","84255207-21499","18-24","MALE","WHITE HISPANIC"
"83706104","83706104-21373","25-44","MALE","WHITE HISPANIC"
"82206995","82206995-21117","18-24","MALE","WHITE HISPANIC"
"79853878","79853878-20440","UNKNOWN","MALE","WHITE HISPANIC"
"74189115","74189115-19056","18-24","MALE","WHITE HISPANIC"
"75654394","75654394-19484","<18","MALE","WHITE HISPANIC"
"74648839","74648839-19204","25-44","MALE","WHITE HISPANIC"
"74648839","74648839-19203","<18","MALE","WHITE HISPANIC"
"74436715","74436715-19139","25-44","MALE","WHITE HISPANIC"
"74324307","74324307-19096","25-44","MALE","WHITE HISPANIC"
"74189115","74189115-19060","18-24","MALE","WHITE HISPANIC"
"72986408","72986408-22296","25-44","MALE","WHITE HISPANIC"
"71321199","71321199-18720","18-24","MALE","WHITE HISPANIC"
"72464612","72464612-18577","18-24","MALE","WHITE HISPANIC"
"71521770","71521770-18268","UNKNOWN","MALE","WHITE HISPANIC"
"71054045","71054045-18154","25-44","MALE","WHITE HISPANIC"
"69526312","69526312-18047","UNKNOWN","MALE","WHITE HISPANIC"
"69871611","69871611-18093","18-24","MALE","WHITE HISPANIC"
"69740436","69740436-18072","18-24","MALE","WHITE HISPANIC"
"67605366","67605366-17789","18-24","MALE","WHITE HISPANIC"
"63148408","63148408-17032","25-44","MALE","WHITE HISPANIC"
"63148408","63148408-17045","25-44","MALE","WHITE HISPANIC"
"199728579","199728579-2","25-44","MALE","WHITE HISPANIC"
"229822599","229822599-2","18-24","MALE","WHITE HISPANIC"
"229822599","229822599-1","18-24","MALE","WHITE HISPANIC"
"229700090","229700090-1","25-44","MALE","WHITE HISPANIC"
"225934384","225934384-1","<18","MALE","WHITE HISPANIC"
"224354730","224354730-1","25-44","MALE","WHITE HISPANIC"
"222075197","222075197-1","18-24","MALE","WHITE HISPANIC"
"215223443","215223443-1","25-44","MALE","WHITE HISPANIC"
"214778542","214778542-2","18-24","MALE","WHITE HISPANIC"
"214729488","214729488-1","25-44","MALE","WHITE HISPANIC"
"214693787","214693787-1","25-44","MALE","WHITE HISPANIC"
"214215423","214215423-1","25-44","MALE","WHITE HISPANIC"
"208437740","208437740-1","25-44","MALE","WHITE HISPANIC"
"247624843","247624843-1","45-64","MALE","WHITE HISPANIC"
"246840466","246840466-1","25-44","MALE","WHITE HISPANIC"
"244088129","244088129-1","25-44","MALE","WHITE HISPANIC"
"236817420","236817420-1","25-44","MALE","WHITE HISPANIC"
"236761011","236761011-1","45-64","MALE","WHITE HISPANIC"
"234973159","234973159-2","18-24","MALE","WHITE HISPANIC"
"233431367","233431367-1","25-44","MALE","WHITE HISPANIC"
"229298335","229298335-1","25-44","MALE","WHITE HISPANIC"
"225601139","225601139-1","25-44","MALE","WHITE HISPANIC"
"220870730","220870730-1","45-64","MALE","WHITE HISPANIC"
"220063007","220063007-2","<18","MALE","WHITE HISPANIC"
"215034244","215034244-4","18-24","MALE","WHITE HISPANIC"
"213724258","213724258-1","18-24","MALE","WHITE HISPANIC"
"213336457","213336457-1","25-44","MALE","WHITE HISPANIC"
"203211776","203211776-3","18-24","MALE","WHITE HISPANIC"
"203211776","203211776-1","18-24","MALE","WHITE HISPANIC"
"199744071","199744071-1","25-44","MALE","WHITE HISPANIC"
"109304812","109304812-23877","18-24","MALE","WHITE HISPANIC"
"194817573","194817573-1","45-64","MALE","WHITE HISPANIC"
"193694861","193694861-1","25-44","MALE","WHITE HISPANIC"
"193118591","193118591-3","18-24","MALE","WHITE HISPANIC"
"193118591","193118591-2","18-24","MALE","WHITE HISPANIC"
"193118591","193118591-1","25-44","MALE","WHITE HISPANIC"
"190802850","190802850-1","25-44","MALE","WHITE HISPANIC"
"190170259","190170259-3","25-44","MALE","WHITE HISPANIC"
"190170259","190170259-2","18-24","MALE","WHITE HISPANIC"
"186876043","186876043-1","25-44","MALE","WHITE HISPANIC"
"182973667","182973667-27152","18-24","MALE","WHITE HISPANIC"
"171692497","171692497-26787","25-44","MALE","WHITE HISPANIC"
"171670304","171670304-26788","18-24","MALE","WHITE HISPANIC"
"170264299","170264299-26703","18-24","FEMALE","WHITE HISPANIC"
"166412374","166412374-26477","25-44","FEMALE","WHITE HISPANIC"
"166412374","166412374-26436","25-44","MALE","WHITE HISPANIC"
"165337586","165337586-26354","18-24","MALE","WHITE HISPANIC"
"155775946","155775946-25646","45-64","MALE","WHITE HISPANIC"
"154350740","154350740-25532","18-24","MALE","WHITE HISPANIC"
"153907445","153907445-26469","18-24","MALE","WHITE HISPANIC"
"152360841","152360841-26330","18-24","MALE","WHITE HISPANIC"
"151175141","151175141-25277","18-24","MALE","WHITE HISPANIC"
"147095355","147095355-24973","25-44","MALE","WHITE HISPANIC"
"145953843","145953843-24776","18-24","MALE","WHITE HISPANIC"
"145351464","145351464-24962","18-24","MALE","WHITE HISPANIC"
"144699874","144699874-24659","25-44","MALE","WHITE HISPANIC"
"144055499","144055499-24703","18-24","MALE","WHITE HISPANIC"
"143582954","143582954-24589","18-24","MALE","WHITE HISPANIC"
"143582954","143582954-24588","25-44","MALE","WHITE HISPANIC"
"142620865","142620865-24698","18-24","MALE","WHITE HISPANIC"
"142620865","142620865-24668","18-24","MALE","WHITE HISPANIC"
"140879490","140879490-24298","25-44","MALE","WHITE HISPANIC"
"140879490","140879490-24297","25-44","MALE","WHITE HISPANIC"
"140879490","140879490-24296","25-44","MALE","WHITE HISPANIC"
"140501473","140501473-24279","18-24","MALE","WHITE HISPANIC"
"140435766","140435766-24210","25-44","MALE","WHITE HISPANIC"
"140398530","140398530-24310","25-44","MALE","WHITE HISPANIC"
"139814858","139814858-24331","18-24","MALE","WHITE HISPANIC"
"139814858","139814858-24329","18-24","MALE","WHITE HISPANIC"
"139136470","139136470-23978","18-24","MALE","WHITE HISPANIC"
"138588530","138588530-23949","25-44","MALE","WHITE HISPANIC"
"138181967","138181967-1","25-44","MALE","WHITE HISPANIC"
"137645314","137645314-23741","<18","MALE","WHITE HISPANIC"
"109304812","109304812-23878","18-24","MALE","WHITE HISPANIC"
"91404969","91404969-22792","18-24","MALE","WHITE HISPANIC"
"86877542","86877542-22050","<18","MALE","WHITE HISPANIC"
"89658159","89658159-22532","25-44","MALE","WHITE HISPANIC"
"88421874","88421874-22360","<18","MALE","WHITE HISPANIC"
"88421874","88421874-22359","18-24","MALE","WHITE HISPANIC"
"87430925","87430925-22251","18-24","MALE","WHITE HISPANIC"
"66017112","66017112-17543","18-24","MALE","WHITE HISPANIC"
"64169804","64169804-17190","18-24","MALE","WHITE HISPANIC"
"60177688","60177688-16484","18-24","MALE","WHITE HISPANIC"
"60217267","60217267-16499","25-44","MALE","WHITE HISPANIC"
"59260539","59260539-16376","25-44","MALE","WHITE HISPANIC"
"56662014","56662014-16276","18-24","MALE","WHITE HISPANIC"
"56662014","56662014-18321","18-24","MALE","WHITE HISPANIC"
"53912984","53912984-15778","45-64","FEMALE","WHITE HISPANIC"
"54515431","54515431-15881","18-24","MALE","WHITE HISPANIC"
"54154417","54154417-15832","18-24","MALE","WHITE HISPANIC"
"52100736","52100736-15661","18-24","MALE","WHITE HISPANIC"
"141562615","141562615-24950","<18","FEMALE","WHITE HISPANIC"
"249207672","249207672-5","18-24","MALE","WHITE HISPANIC"
"155890467","155890467-1","18-24","MALE","WHITE HISPANIC"
"155176039","155176039-25586","25-44","MALE","WHITE HISPANIC"
"145097421","145097421-24700","25-44","MALE","WHITE HISPANIC"
"144425809","144425809-24639","25-44","MALE","WHITE HISPANIC"
"142961420","142961420-24608","25-44","MALE","WHITE HISPANIC"
"95364609","95364609-23431","<18","MALE","WHITE HISPANIC"
"141078845","141078845-26051","25-44","MALE","WHITE HISPANIC"
"140286502","140286502-24214","<18","MALE","WHITE HISPANIC"
"138857113","138857113-23940","18-24","MALE","WHITE HISPANIC"
"138344323","138344323-23850","18-24","MALE","WHITE HISPANIC"
"136393518","136393518-23542","<18","MALE","WHITE HISPANIC"
"93031135","93031135-23056","18-24","MALE","WHITE HISPANIC"
"81308610","81308610-20889","18-24","MALE","WHITE HISPANIC"
"91852604","91852604-22862","18-24","MALE","WHITE HISPANIC"
"90905822","90905822-24107","18-24","MALE","WHITE HISPANIC"
"89514645","89514645-22531","25-44","MALE","WHITE HISPANIC"
"89514645","89514645-22528","25-44","MALE","WHITE HISPANIC"
"89514645","89514645-3","25-44","MALE","WHITE HISPANIC"
"89514645","89514645-2","25-44","MALE","WHITE HISPANIC"
"89514645","89514645-1","25-44","MALE","WHITE HISPANIC"
"88890624","88890624-22425","25-44","MALE","WHITE HISPANIC"
"88254246","88254246-22311","25-44","MALE","WHITE HISPANIC"
"88037030","88037030-22263","18-24","MALE","WHITE HISPANIC"
"85977416","85977416-22689","25-44","MALE","WHITE HISPANIC"
"85040124","85040124-21785","18-24","MALE","WHITE HISPANIC"
"85040124","85040124-21685","25-44","MALE","WHITE HISPANIC"
"82821460","82821460-21210","<18","MALE","WHITE HISPANIC"
"82058169","82058169-21045","25-44","MALE","WHITE HISPANIC"
"81308610","81308610-20896","<18","MALE","WHITE HISPANIC"
"81308610","81308610-20890","18-24","MALE","WHITE HISPANIC"
"79114905","79114905-20170","<18","MALE","WHITE HISPANIC"
"79853894","79853894-20598","25-44","MALE","WHITE HISPANIC"
"79114905","79114905-20172","<18","MALE","WHITE HISPANIC"
"78139664","78139664-19969","25-44","MALE","WHITE HISPANIC"
"75673234","75673234-19490","UNKNOWN","MALE","WHITE HISPANIC"
"75538352","75538352-19518","18-24","MALE","WHITE HISPANIC"
"74560110","74560110-19180","18-24","MALE","WHITE HISPANIC"
"72744252","72744252-18850","25-44","MALE","WHITE HISPANIC"
"73220802","73220802-18745","<18","MALE","WHITE HISPANIC"
"73064786","73064786-18744","18-24","MALE","WHITE HISPANIC"
"71325495","71325495-18226","<18","MALE","WHITE HISPANIC"
"72058235","72058235-18447","18-24","MALE","WHITE HISPANIC"
"71432863","71432863-18251","25-44","MALE","WHITE HISPANIC"
"70874155","70874155-18136","25-44","MALE","WHITE HISPANIC"
"66170350","66170350-17589","18-24","MALE","WHITE HISPANIC"
"66217188","66217188-17600","25-44","MALE","WHITE HISPANIC"
"65043083","65043083-17414","25-44","MALE","WHITE HISPANIC"
"63736737","63736737-17129","25-44","MALE","WHITE HISPANIC"
"64132509","64132509-17188","18-24","MALE","WHITE HISPANIC"
"64110890","64110890-17179","25-44","MALE","WHITE HISPANIC"
"197953469","197953469-1","45-64","MALE","WHITE HISPANIC"
"225620485","225620485-3","25-44","MALE","WHITE HISPANIC"
"224412024","224412024-1","18-24","MALE","WHITE HISPANIC"
"223505519","223505519-1","18-24","MALE","WHITE HISPANIC"
"222848394","222848394-1","25-44","MALE","WHITE HISPANIC"
"220002825","220002825-3","18-24","MALE","WHITE HISPANIC"
"220002825","220002825-2","25-44","MALE","WHITE HISPANIC"
"220002825","220002825-1","25-44","MALE","WHITE HISPANIC"
"219560150","219560150-1","25-44","MALE","WHITE HISPANIC"
"219293605","219293605-2","18-24","MALE","WHITE HISPANIC"
"219293605","219293605-1","25-44","MALE","WHITE HISPANIC"
"218321577","218321577-2","18-24","MALE","WHITE HISPANIC"
"216458808","216458808-2","18-24","MALE","WHITE HISPANIC"
"214214864","214214864-1","<18","MALE","WHITE HISPANIC"
"212169711","212169711-3","25-44","MALE","WHITE HISPANIC"
"212169711","212169711-1","25-44","MALE","WHITE HISPANIC"
"211671833","211671833-1","45-64","MALE","WHITE HISPANIC"
"210826747","210826747-1","18-24","MALE","WHITE HISPANIC"
"210707457","210707457-2","25-44","MALE","WHITE HISPANIC"
"204039257","204039257-1","25-44","MALE","WHITE HISPANIC"
"201141630","201141630-1","18-24","MALE","WHITE HISPANIC"
"200365037","200365037-2","25-44","MALE","WHITE HISPANIC"
"200365037","200365037-1","25-44","MALE","WHITE HISPANIC"
"199134401","199134401-1","25-44","MALE","WHITE HISPANIC"
"168306277","168306277-26595","18-24","MALE","WHITE HISPANIC"
"195799804","195799804-1","25-44","MALE","WHITE HISPANIC"
"187303214","187303214-1","18-24","MALE","WHITE HISPANIC"
"186329306","186329306-27373","25-44","MALE","WHITE HISPANIC"
"186047186","186047186-27356","25-44","MALE","WHITE HISPANIC"
"184630196","184630196-27258","25-44","MALE","WHITE HISPANIC"
"178740661","178740661-27097","45-64","MALE","WHITE HISPANIC"
"172915169","172915169-26867","25-44","MALE","WHITE HISPANIC"
"172750202","172750202-26885","25-44","MALE","WHITE HISPANIC"
"171692496","171692496-26809","18-24","MALE","WHITE HISPANIC"
"170435757","170435757-26878","25-44","MALE","WHITE HISPANIC"
"168762133","168762133-26664","25-44","MALE","WHITE HISPANIC"
"141024728","141024728-24327","25-44","MALE","WHITE HISPANIC"
"165014942","165014942-26371","25-44","MALE","WHITE HISPANIC"
"165014942","165014942-26370","18-24","MALE","WHITE HISPANIC"
"160296909","160296909-26054","25-44","MALE","WHITE HISPANIC"
"159524940","159524940-26043","18-24","MALE","WHITE HISPANIC"
"158832609","158832609-25991","25-44","MALE","WHITE HISPANIC"
"156430716","156430716-25751","25-44","MALE","WHITE HISPANIC"
"156245998","156245998-25688","18-24","MALE","WHITE HISPANIC"
"158064291","158064291-25851","25-44","MALE","WHITE HISPANIC"
"148853412","148853412-25104","25-44","MALE","WHITE HISPANIC"
"146477560","146477560-25043","18-24","MALE","WHITE HISPANIC"
"146477560","146477560-25006","<18","MALE","WHITE HISPANIC"
"144943456","144943456-24712","18-24","MALE","WHITE HISPANIC"
"143285308","143285308-24531","<18","MALE","WHITE HISPANIC"
"143214816","143214816-24821","18-24","MALE","WHITE HISPANIC"
"141940431","141940431-24537","<18","MALE","WHITE HISPANIC"
"141298010","141298010-24348","18-24","MALE","WHITE HISPANIC"
"141166112","141166112-24374","18-24","MALE","WHITE HISPANIC"
"109269556","109269556-23536","25-44","MALE","WHITE HISPANIC"
"140168264","140168264-24177","18-24","MALE","WHITE HISPANIC"
"140168264","140168264-24176","<18","MALE","WHITE HISPANIC"
"139909805","139909805-24125","<18","MALE","WHITE HISPANIC"
"139909805","139909805-24123","18-24","MALE","WHITE HISPANIC"
"137999380","137999380-23786","18-24","MALE","WHITE HISPANIC"
"90771254","90771254-22701","18-24","MALE","WHITE HISPANIC"
"92489482","92489482-22970","18-24","MALE","WHITE HISPANIC"
"91727928","91727928-22844","25-44","MALE","WHITE HISPANIC"
"78538531","78538531-22664","18-24","MALE","WHITE HISPANIC"
"87819770","87819770-22227","18-24","MALE","WHITE HISPANIC"
"87670468","87670468-22196","25-44","MALE","WHITE HISPANIC"
"87447310","87447310-22159","18-24","MALE","WHITE HISPANIC"
"86638684","86638684-25767","25-44","MALE","WHITE HISPANIC"
"86087357","86087357-21861","18-24","MALE","WHITE HISPANIC"
"84913523","84913523-21603","18-24","MALE","WHITE HISPANIC"
"84410872","84410872-21786","25-44","MALE","WHITE HISPANIC"
"82411147","82411147-21128","18-24","MALE","WHITE HISPANIC"
"80056444","80056444-20667","25-44","MALE","WHITE HISPANIC"
"79400586","79400586-20253","<18","MALE","WHITE HISPANIC"
"79008021","79008021-20153","25-44","MALE","WHITE HISPANIC"
"78538531","78538531-22665","18-24","MALE","WHITE HISPANIC"
"74999322","74999322-19319","18-24","MALE","WHITE HISPANIC"
"76618864","76618864-19596","UNKNOWN","MALE","WHITE HISPANIC"
"74524209","74524209-19200","18-24","MALE","WHITE HISPANIC"
"73725616","73725616-19848","25-44","MALE","WHITE HISPANIC"
"72272475","72272475-18497","25-44","MALE","WHITE HISPANIC"
"73074972","73074972-18717","25-44","FEMALE","WHITE HISPANIC"
"72901676","72901676-18683","25-44","MALE","WHITE HISPANIC"
"72806026","72806026-18715","25-44","MALE","WHITE HISPANIC"
"71507591","71507591-18264","18-24","MALE","WHITE HISPANIC"
"69896894","69896894-18094","25-44","MALE","WHITE HISPANIC"
"70864711","70864711-18122","18-24","MALE","WHITE HISPANIC"
"68252288","68252288-17896","18-24","MALE","WHITE HISPANIC"
"50479073","50479073-15248","18-24","MALE","WHITE HISPANIC"
"50616317","50616317-15298","25-44","MALE","WHITE HISPANIC"
"48480867","48480867-14969","18-24","MALE","WHITE HISPANIC"
"203207191","203207191-1","18-24","MALE","WHITE HISPANIC"
"47515487","47515487-26472","25-44","MALE","WHITE HISPANIC"
"247150268","247150268-1","25-44","MALE","WHITE HISPANIC"
"246919438","246919438-1","25-44","MALE","WHITE HISPANIC"
"245121729","245121729-4","<18","MALE","WHITE HISPANIC"
"243312639","243312639-1","18-24","MALE","WHITE HISPANIC"
"242439530","242439530-2","18-24","MALE","WHITE HISPANIC"
"242381224","242381224-2","<18","MALE","WHITE HISPANIC"
"242381224","242381224-1","<18","MALE","WHITE HISPANIC"
"241284196","241284196-1","25-44","MALE","WHITE HISPANIC"
"237013476","237013476-5","25-44","MALE","WHITE HISPANIC"
"237013476","237013476-3","25-44","FEMALE","WHITE HISPANIC"
"237013476","237013476-1","25-44","MALE","WHITE HISPANIC"
"236458894","236458894-4","25-44","MALE","WHITE HISPANIC"
"234756218","234756218-1","25-44","MALE","WHITE HISPANIC"
"234261153","234261153-1","18-24","MALE","WHITE HISPANIC"
"233470540","233470540-4","25-44","MALE","WHITE HISPANIC"
"232733684","232733684-1","18-24","MALE","WHITE HISPANIC"
"232293318","232293318-1","25-44","MALE","WHITE HISPANIC"
"232188181","232188181-1","18-24","MALE","WHITE HISPANIC"
"231633889","231633889-1","25-44","MALE","WHITE HISPANIC"
"229493100","229493100-3","<18","MALE","WHITE HISPANIC"
"229493100","229493100-2","<18","MALE","WHITE HISPANIC"
"229493100","229493100-1","<18","MALE","WHITE HISPANIC"
"229192994","229192994-1","<18","MALE","WHITE HISPANIC"
"229164957","229164957-1","45-64","MALE","WHITE HISPANIC"
"228258485","228258485-1","18-24","MALE","WHITE HISPANIC"
"227344213","227344213-2","18-24","FEMALE","WHITE HISPANIC"
"227344213","227344213-1","18-24","MALE","WHITE HISPANIC"
"225123288","225123288-1","18-24","MALE","WHITE HISPANIC"
"222560299","222560299-1","25-44","MALE","WHITE HISPANIC"
"222274910","222274910-1","18-24","MALE","WHITE HISPANIC"
"222048744","222048744-1","25-44","MALE","WHITE HISPANIC"
"221767279","221767279-1","25-44","MALE","WHITE HISPANIC"
"220553703","220553703-2","18-24","MALE","WHITE HISPANIC"
"220553703","220553703-1","18-24","MALE","WHITE HISPANIC"
"218265365","218265365-1","25-44","MALE","WHITE HISPANIC"
"217773082","217773082-1","25-44","MALE","WHITE HISPANIC"
"217513741","217513741-1","25-44","MALE","WHITE HISPANIC"
"217420954","217420954-1","25-44","MALE","WHITE HISPANIC"
"215223446","215223446-1","25-44","MALE","WHITE HISPANIC"
"214607781","214607781-1","25-44","MALE","WHITE HISPANIC"
"206090803","206090803-1","18-24","MALE","WHITE HISPANIC"
"201851567","201851567-1","25-44","MALE","WHITE HISPANIC"
"200365032","200365032-1","18-24","MALE","WHITE HISPANIC"
"199483245","199483245-1","45-64","MALE","WHITE HISPANIC"
"81328634","81328634-20892","25-44","MALE","WHITE HISPANIC"
"194525841","194525841-1","25-44","MALE","WHITE HISPANIC"
"191997175","191997175-1","18-24","MALE","WHITE HISPANIC"
"183867923","183867923-27282","25-44","MALE","WHITE HISPANIC"
"183729038","183729038-27200","18-24","MALE","WHITE HISPANIC"
"178240748","178240748-27075","25-44","MALE","WHITE HISPANIC"
"176214209","176214209-27042","25-44","MALE","WHITE HISPANIC"
"176214209","176214209-27033","25-44","MALE","WHITE HISPANIC"
"176214209","176214209-1","25-44","MALE","WHITE HISPANIC"
"166660832","166660832-26438","25-44","MALE","WHITE HISPANIC"
"162945059","162945059-26767","25-44","MALE","WHITE HISPANIC"
"84760414","84760414-21843","25-44","MALE","WHITE HISPANIC"
"83528336","83528336-21358","<18","MALE","WHITE HISPANIC"
"83121955","83121955-21301","25-44","MALE","WHITE HISPANIC"
"78989592","78989592-20176","18-24","MALE","WHITE HISPANIC"
"80139775","80139775-20465","18-24","MALE","WHITE HISPANIC"
"79409359","79409359-20260","18-24","MALE","WHITE HISPANIC"
"79008368","79008368-22323","<18","MALE","WHITE HISPANIC"
"78061675","78061675-19922","18-24","MALE","WHITE HISPANIC"
"74366120","74366120-19923","25-44","MALE","WHITE HISPANIC"
"75292487","75292487-19410","<18","MALE","WHITE HISPANIC"
"73932182","73932182-19020","18-24","MALE","WHITE HISPANIC"
"71780745","71780745-18347","18-24","MALE","WHITE HISPANIC"
"66017109","66017109-17540","25-44","MALE","WHITE HISPANIC"
"63358191","63358191-17069","18-24","MALE","WHITE HISPANIC"
"61826976","61826976-16733","18-24","MALE","WHITE HISPANIC"
"61826981","61826981-16735","25-44","MALE","WHITE HISPANIC"
"61144230","61144230-16598","18-24","MALE","WHITE HISPANIC"
"61400095","61400095-16655","18-24","MALE","WHITE HISPANIC"
"61294115","61294115-16767","25-44","MALE","WHITE HISPANIC"
"59039103","59039103-16385","18-24","MALE","WHITE HISPANIC"
"59544687","59544687-16419","<18","MALE","WHITE HISPANIC"
"52409035","52409035-15668","<18","MALE","WHITE HISPANIC"
"54273338","54273338-15843","45-64","MALE","WHITE HISPANIC"
"206909664","206909664-1","25-44","MALE","WHITE HISPANIC"
"241233404","241233404-1","18-24","MALE","WHITE HISPANIC"
"239127425","239127425-3","25-44","MALE","WHITE HISPANIC"
"239127425","239127425-2","25-44","MALE","WHITE HISPANIC"
"239127425","239127425-1","25-44","MALE","WHITE HISPANIC"
"238181421","238181421-1","25-44","MALE","WHITE HISPANIC"
"233762540","233762540-1","<18","MALE","WHITE HISPANIC"
"233149851","233149851-3","18-24","MALE","WHITE HISPANIC"
"229091710","229091710-2","25-44","MALE","WHITE HISPANIC"
"229091710","229091710-1","25-44","FEMALE","WHITE HISPANIC"
"228918111","228918111-1","25-44","MALE","WHITE HISPANIC"
"228482608","228482608-1","<18","MALE","WHITE HISPANIC"
"227647476","227647476-3","18-24","MALE","WHITE HISPANIC"
"226598083","226598083-1","25-44","MALE","WHITE HISPANIC"
"225602529","225602529-1","25-44","MALE","WHITE HISPANIC"
"224079498","224079498-3","25-44","FEMALE","WHITE HISPANIC"
"224079498","224079498-2","18-24","MALE","WHITE HISPANIC"
"223981489","223981489-1","18-24","MALE","WHITE HISPANIC"
"219862701","219862701-2","25-44","MALE","WHITE HISPANIC"
